CmpdID,neuSmi,y_true,y_pre
9077,CC(C)(C)c1csc(-c2cc3cc(OCc4ccccc4CC(=O)O)ccc3o2)n1,4,4.664235592
6827,OCCCN1CC[C@@]2(CN=C(N3CCc4ccccc4[C@@H]3c3ccc(F)cc3)O2)C1,5.32,5.610424519
2551,Cc1ncc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1C(C)C,4.96,5.134540558
13260,C=CCCCCCCCCC(=O)O,4,4.015555859
10094,CCC(=O)OCCC(C)CCC=C(C)C,4,4.014297485
9350,CC(C)COC(=O)CCCCC(=O)OCC(C)C,4,4.026184559
4261,Cc1ccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,4.46,4.629374027
11065,CCOC(N)=O,4,3.995967627
2595,CCC(=O)N1CCc2c(nc(C)n2[C@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(C)=O)c2cccc(F)c2)C1,5.3,5.301457882
10981,CCOC(=O)C=Cc1ccccc1,4,4.017735958
1454,CCN1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,5.68,5.578810692
10090,CCC(=O)OC/C=C/c1ccccc1,4,4.010507584
9731,Cc1occc1S,4,4.001506805
10888,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,4,4.51827383
13160,O=C(O)c1cccc(C(=O)O)c1,4,3.985498667
13655,O=S(=O)(O)c1ccccc1,4,3.96117568
3334,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3oc(-c4ccc(Cl)cc4)nc3C)c2)cc1,4.7,4.952779293
5310,COc1ccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc2c1,5,5.327517033
2706,Cc1nc2cccc(Cl)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5.09,5.39628315
12916,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,4,4.281720161
3303,COc1cnc2ccc(=O)n(CCN3CCC(c4nc5cc(Cl)c(C)cc5[nH]4)CC3)c2c1,5.85,5.573309898
10314,CCCc1ccccc1,4,4.001494884
6324,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(F)cc(C(F)(F)F)c3)C2)n1C,5.85,5.899357796
3405,O[C@H](COc1ccc(C(F)(F)F)cc1)CN1CCN(Cc2c(F)cccc2Cl)CC1,4.86,5.634726048
13283,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,4,4.041585445
2659,Cn1cc(-c2nc3c(-c4ccc5c(c4)CCC[C@H]5NC(=O)c4nc(C(C)(C)C)no4)ccnc3[nH]2)cn1,5.2,5.56557703
1843,CCc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)n1,5.2,5.247962952
2986,Nc1nccn1Cc1cn(-c2ccc(Cl)c(C(=O)C(F)F)c2)nn1,5.19,4.857206821
11605,ClCCl,4,4.009611607
12692,Nc1ccc(N)c2ccccc12,4,4.047513485
9216,CC(C)=CCO,4,3.994453192
6075,COc1cc(F)ccc1-c1cccc(CNC2CCCC2)n1,5.21,5.114513874
10447,CCCCCCC/C=C/C=O,4,4.027355194
8372,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,4,3.987938881
13278,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,4,4.051887989
7166,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,5.088006113,5.797636032
12337,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,4,4.12759304
13313,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,4,4.046337605
6446,CN(C)CCCNC(=O)c1cccn2c(=O)c3ccc4ccccc4c3nc12,5.25,5.125387669
3325,COc1cccc(-n2cc3nc(CC(C)C)n(C[C@H]4CCCN(C[C@H]5CCCO5)C4)c(=O)c3n2)c1,5.5,5.593123436
8425,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,4,4.536506653
2075,CCCCCCCN(CC)CC#CCOc1ccc(Cl)cc1,6.425,6.324487209
12717,Nc1ccncc1,4,3.991349459
6660,O=c1nc2n(c3c1CN(Cc1ccccc1)CC3)CCN2Cc1ccc(F)c(Br)c1,5.31,5.486336231
10783,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],4,4.887320042
8986,CC(=O)Oc1cccc(C)c1,4,3.998096943
5935,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccncn1,7,6.549832821
8573,C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1,4,3.994632483
4400,Cc1cccc(Nc2nc(NCC3CCCCN3)ncc2C(N)=O)c1,5.6,5.691708565
11515,Clc1cc(Cl)c(Cl)cc1Cl,4,4.045114517
140,COCC1CCCN1S(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1,5.72,5.336845398
12770,Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,4,4.03450346
11305,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4,4.629111767
10135,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4,4.121098995
207,O=C(C1CCN(c2cccc(C(F)(F)F)n2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1,5,4.735040188
10694,CCCCN(CCCC)CCCCCCN(CCCC)CCCC,4,4.868762493
9927,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,4,4.047280788
11493,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4,4.153307438
2758,CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCNCC2,5.1,4.429259777
5161,O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccc3c(c2)COC3)CC1,5.6,5.565917492
3095,CNCc1ccc(Br)cc1Oc1ccc(Cl)c(Cl)c1,6.01,5.564201355
3346,CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,5.66,6.000818253
4819,O=C(NO)c1cnc(N2C[C@H]3CN(Cc4ccc5ccccc5c4)C[C@H]3C2)nc1,5.39,4.98520565
1451,C[Si]1(C)CCN(Cc2cc(-c3ccc(C(F)(F)F)cc3)n(C3CCCCC3)n2)CC1,5.6,5.506763458
7028,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,5.771339446,5.182463169
13169,O=C(O)c1cc(O)c(O)c(O)c1,4,3.988610506
6554,Cc1ccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)cc1,4.7,5.162925243
1815,O=C(N[C@H]1CCCC[C@@H]1O)c1cc(CN2CCN(c3cc4ccccc4cn3)CC2)c2ccccn2c1=O,5.7,5.155292511
3110,COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(CC2CCOCC2)CC4)cc1,5.66,6.010379791
7084,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,5.421339446,5.401873112
682,COc1ccc([C@H]2CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,5.55,5.131288052
9400,CC(C)OC(=O)CCCCC(=O)OC(C)C,4,4.030430317
7192,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,5.046339446,4.592607975
3144,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,6,5.463210583
4029,COc1ccc2nccc(CC[C@H]3OC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2c1,5.6,5.366627693
10077,CCC(=O)Nc1ccc(Cl)c(Cl)c1,4,4.068636417
902,NC(=O)c1cnc(-c2cnc3c(Nc4ccc(C(F)(F)F)cn4)ccnc3n2)c(C(F)(F)F)c1,5.23,5.082981586
13567,OCCc1ccccn1,4,4.039670467
5179,FC(F)(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,4.96,4.946712494
9412,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,4,4.008318424
1604,Cc1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,5.6175,5.590698719
9904,*Cl.Cc1ccccc1,4,3.994414568
7710,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,4.285893262,4.186480045
9451,CC(Cl)(Cl)[N+](=O)[O-],4,4.046488762
9864,Cc1ccc(NC=O)c(C)c1,4,3.986153603
4377,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(-c4ncco4)ccc3c2)[nH]1,4.82,4.971386909
11253,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,4,4.306231022
7567,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.49364937,4.277181625
5505,O=C1CCc2ccccc2N1CCCN1CCC(c2ccc3[nH]ccc3c2)CC1,5.36,5.841511726
8018,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,4,4.024359226
519,O=C(NCC1CCN(Cc2ccc(Br)nc2)CC1)c1cc(Cl)cc(Cl)c1,6.18,5.981528282
9425,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,4,4.171914577
9134,CC(C)(CO)[N+](=O)[O-],4,4.030837536
13191,O=C(O)c1cccc(C(=O)O)n1,4,3.975196123
5571,O=C(NC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,5.18,5.076664448
5166,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cccnc4)ccc3ncc21,4.96,4.966366768
13182,O=C(O)c1ccc(Cl)c(Cl)c1,4,4.049528599
1428,CCn1cc([C@@]2(c3nnc(NC)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,5.96,5.224932671
5645,Nc1nc(N2CCC3(CCC[C@H]3N)CC2)cnc1Sc1cccnc1C(F)(F)F,5.22,5.066215515
4390,Cc1cccnc1Nc1nc(-c2ccc(OC3CC4(C3)CN(C3CC3)C4)cn2)ns1,6.69,5.125040531
1867,CCN1CC2(CCN(CCc3cccc(F)c3)CC2)O[C@H](C)C1=O,5.18,5.311444283
8426,COc1c2c(cc3c1OCO3)CCN(C)C2,4,4.226120472
6024,C[S+](O)c1ccc(-c2cnc3ccc(-c4cccc([S+](C)O)c4)nn23)cc1,4.92,5.004382133
5304,O=S(=O)(CC1CC1)NC1CN(c2ccc3c(c2)[C@@H](Cc2ccccc2)[C@@H](N2CCC2)CO3)C1,4.94,5.04087925
4426,C[C@@H]1CCCN1CCc1ccc2nc(-c3cnc(-c4ccccc4)s3)ccc2c1,5.87,5.557978153
5522,Cc1cc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)ccn1,4.52,4.881121635
9149,CC(C)(O)C(Cl)(Cl)Cl,4,4.132488728
4072,CC(C)c1ccc(S(=O)(=O)Nc2ccc([C@@]34C[C@@H]3CN(C)C4)cc2)cc1,5.8,5.635420322
1921,Cc1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,5.8,5.147999763
10225,CCc1cccc(C)c1N(C(=O)CS(=O)(=O)O)C(C)COC,4,4.034276485
1552,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,4.43,4.408138275
9197,C=CC(=C)CC/C=C(\C)CCC=C(C)C,4,3.998321056
5017,Cc1ccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc2c1,5.17,5.307956696
9542,CC[N+](=O)[O-],4,4.012042522
7099,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,5.355817148,5.402687073
656,CC1(C)C[C@H](CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1,5.3,5.386680603
4200,O=C(NCCN1CCCC1)c1cccn2c(=O)c3ccc4ccccc4c3nc12,5.44,5.198672771
11927,COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)O,4,4.060581207
10724,CCCCNS(=O)(=O)c1ccccc1,4,4.113149643
6553,CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,4.95,5.368776321
8139,O=C1C(=C2Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,4,4.0400033
6611,Cc1c[nH]c2ncnc(O[C@H]3CC[C@H](N4CCO[C@@H](C)C4)CC3)c12,4.6,5.082215309
7088,Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,5.399242108,4.968327045
475,COCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,4.62,4.977295399
4970,O=C(c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1,4.35,4.803473949
10099,CCC(C(=O)NC(N)=O)c1ccccc1,4,3.990888357
7916,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,4,4.351957321
13151,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,4,4.014203072
9453,CC(Cl)=CCCl,4,4.032132626
4368,C[n+]1c(CCCOc2ccccc2)cccc1CCCOc1ccccc1,6.68,6.487323284
12069,COc1ccccc1O,4,3.986675024
6029,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1,5.72,5.457531929
11105,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,4,4.259074211
881,COc1cccc2c1nc(N)n1nc(CN3CCN(c4ccccc4)C[C@H]3C)nc21,4.77,5.064909458
1307,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,6.15,5.485444546
9296,Cc1ccc(OC(=O)CC(C)C)cc1,4,3.973086596
7535,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,4.593436785,4.437246323
8444,Brc1ccc(Br)cc1,4,4.099330902
4993,Fc1ccc([C@H]2c3ccccc3CCN2C2=NC[C@H](C3(F)CNC3)O2)cc1,4.96,5.321144104
5944,COc1cc(-c2cn(C3CCc4ccccc4N(CC(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,5.05,5.26825428
5491,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3F)C2)nnc1-c1cccnc1,6.03,5.849365711
11040,CCOC(=O)CS,4,3.999684572
9533,CC[C@H](C)[C@@H](C(=O)O)n1sc2ccccc2c1=O,4,4.070909023
6975,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,6.327993671,5.889431
4126,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@](O)(c3ccc4c(c3)OCC4)CC2)C1,4.93,5.002635956
7164,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,5.096339446,4.239196777
13185,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,4,3.97440362
337,COc1ccc2ccc(=O)n(C[C@H](N)[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1,4.28,4.974538326
11533,Clc1ccc(C(Cl)(Cl)Cl)cn1,4,4.055688858
12120,COc1ccc(C(C)=CC(=O)O)c(OC)c1,4,3.992971182
10402,CC/C=C\CCOC(=O)CCCCC,4,4.023460865
3103,CCc1cc(Oc2cc(Cl)ccc2CNC)ccc1Cl,5.94,5.4360075
11530,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,4,4.260803223
1059,CN(C)CC(O)Cn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,4.92,5.012543678
1880,CC(C)(C)NC(=O)NCCN1CCCC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,5.39,5.306258678
6588,O=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,4.9,5.297183037
3456,Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2ccc(=O)n(C)n2)C3)ccc2c1COC2=O,4.44,4.811952114
966,CCn1nc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)ccc1=O,5.12,4.877146721
6650,COCCCN1CCC(O)(NC(=O)c2nn(C(C)C)c3ccccc23)CC1,5.82,5.373569965
6858,COc1ccc2nccc(OC[C@H]3CC[C@H](NCc4cc(F)c(Br)c(F)c4)CC3)c2n1,5.33,5.388333797
7472,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.660103451,4.870230675
3773,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,5.496666667,4.985013962
10169,CCC(CO)(CO)COCC(CC)(CO)CO,4,4.047395229
7287,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,4.876716985,4.377172947
11479,ClC(Cl)c1ccccc1,4,4.06797123
8449,Brc1cccc(-c2ccccc2)c1,4,4.054225445
2530,NCCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21,5.24,4.960372925
8055,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,4,4.004786015
13009,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,4,4.078474998
7689,Clc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl,4.310103451,4.170629978
8648,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,4,4.082276821
7205,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,5.021339446,4.371319294
8019,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,4,4.573679447
497,CCc1nnc([C@H]2[C@@H]3CN(C(=O)c4ccc(C[C@@H]5CC[C@H]([C@H](O)c6ccccc6)N5)cc4)C[C@@H]32)o1,4.44,4.775485992
13162,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,4,4.790995121
3071,CC(C)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](N2CCC(c3cccc(O)c3)CC2)C1,7.17,6.282540321
12346,C#CCN[C@@H]1CCc2ccccc21,4,3.941794872
3288,CC(=O)Nc1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,5.7,5.424587727
7871,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,4.310103451,4.313553333
905,OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCCCC1,4.85,5.144441128
437,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3cccc(F)c3)sc12,4.85,5.254266262
10971,CCOC(=O)C(C)(C)C,4,4.018219471
13132,O=C(O)c1nc(Cl)c(Cl)c(Cl)c1Cl,4,3.990219355
7576,c1ccc(Nc2cccc3ccccc23)cc1,4.476716985,4.327409267
9093,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,4,3.976887703
153,C[C@@H]1CCCN1CCc1ccc2nc(-c3csc(-c4cc(Cl)nc(Cl)c4)n3)ccc2c1,4.69,5.615895271
8334,CCCCN(CCCC)C(=S)S.CCCCN(CCCC)C(=S)S.[Ni+2],4,4.241314411
1404,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(N[C@H](C4CC4)C(F)(F)F)c23)cn1,5.47,5.482683182
7193,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,5.04226062,5.218160152
4415,CCOC(=O)c1ccnc([C@@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)c1,5.92,5.765015125
11468,ClC(Cl)(Cl)c1ccccc1,4,4.095646381
757,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CC/C(=N\N1CCN(C)CC1)C2(C)C,4.62,5.396956444
7785,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,4.646339446,5.101759434
12809,NCCOS(=O)(=O)O,4,4.002882957
700,CCc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,5.28,5.184697151
5601,FC(F)(F)c1nc(-c2ccc(CCN3CCC(Nc4nc5cnc(Cl)cc5[nH]4)CC3)cc2)no1,6.08,5.96384573
5515,COc1cc(F)ccc1-c1cncc(CNC(=O)c2cnccn2)c1,5.15,5.015169144
8274,CN(C)C(=S)S,4,4.030821323
6041,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3ccc(F)nc3)CC2)C1,5,4.682315826
295,CCC(NCCCC[C@@H](Nc1cc(C)c(F)c(C)c1)C(=O)NO)c1ccc(F)cc1,6.02,5.468497753
5412,O=C(Nc1ccc(-c2nnc(NCCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,4.8,5.189092636
7305,CC(=O)O[Hg]c1ccccc1,4.838006113,4.056169033
10561,CCCCCCCCCCCCCCCC(=O)OC,4,4.058521748
604,CC1(C(=O)N2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,5.6,5.317372799
12656,Nc1ccc(Cl)c(Cl)c1,4,4.068009377
2493,COc1ncc(C(=O)N2CCN(C(=O)/C=C/c3ccc4c(c3)OC(F)(F)O4)CC2)cn1,5.1,4.674559593
6163,Cc1c(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)nc3)CC2)ccc2c1COC2=O,4.655,4.81946373
3671,CC(C1CC1)n1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,4.87,5.059906483
6247,CCC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3ccc(C(F)(F)F)cc23)C1=O,5.75,5.122775555
10330,C=C(C)CCCC,4,4.00073719
9370,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,4,4.265087128
11728,CN(CCO)CCO,4,4.033494949
11301,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,4,4.233145714
7120,CC(=O)O[C@@H]1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)[C@H]1OC(C)=O,5.271339446,4.318381786
2924,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1F,5.42,5.116078854
6845,C[C@]12CC[C@H](NC(=O)c3ccnnc3)CC1=CCC1C2CC[C@]2(C)C(n3cnc(Cl)c3)=CCC12,4.61,5.125898838
11334,CN(C)CCCl,4,4.044202328
6907,O=C(O)c1cc(-c2ccc(C34CCN(CC3)CC4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,4.79,5.115496635
6359,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,5.28,5.138183594
8042,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4,4.057983398
12106,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,4,4.713174343
9078,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,4,4.095510483
11853,CNC(=O)Oc1cccc2c1OC(C)(C)O2,4,4.013664246
3055,COc1ccc([C@H]2CN(Cc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c2cccc(Cl)c2)cc1,6.22,5.772649765
12191,COc1ccc2[nH]c(SCc3ncc(C)c(OC)c3C)nc2c1,4,4.397340298
2309,N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.05,4.511980534
8401,CN(C)CCC(c1ccccc1)c1ccccn1,4,4.593980789
7637,CC1(C)CCC[C@]2(C)[C@H]3CC(=O)O[C@]3(C)CC[C@@H]12,4.376716985,4.009076595
486,CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@@]1(CCCN1CCOCC1)c1ccccc1,5.21,5.076146603
4706,COC(=O)N(C)c1c(N)nc(-c2nc(Cc3ccccc3F)n3ccccc23)nc1N,6.4,4.903926373
11903,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,4,4.030263901
8701,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,4,4.228757858
3247,c1ccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,4.55,4.891308308
9778,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,4,4.012764454
8052,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,4,4.408677101
4691,Cc1cn(-c2ccc(Nc3cccc4c3nc(-c3ccc(F)cc3)n4C)nc2)cn1,5.28,5.401639462
8656,C/C=C(\C)C=O,4,4.013607502
5444,CC(C)(C)c1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1O,8,6.16708231
7376,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.724331597,4.668953419
4955,CC(C)c1ccc(S(=O)(=O)Cc2ccc([C@]34CNC[C@H]3C4)cc2)cc1,5.9,5.538043499
2645,Cn1nc([C@]2(c3cn[nH]c3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)oc1=O,4.67,4.670087814
11344,Cn1c(=O)cc(Oc2ccc(F)cc2F)c2cnc(NCC(C)(C)O)nc21,4,4.74413538
12047,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,4,4.541749477
8597,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,4,4.063506603
2000,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cnc3ccccc3c2)[nH]1,4.96,4.730077267
2700,Cc1nc(-c2ccncc2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,5.32,5.313326836
10616,C=CC(=O)OCCCCCCCCCC,4,4.041937828
